negative subjunctive present 2sg	չերգես	չքաղես	չապրիս	չխօսիս	չածիլուիս	չզզուիս	չաղաս	չկարդաս	չարտահեղես, չարտահեղուս	չթողես, չթողուս	չաճեցնես	չմօտեցնես	չանցընես	չդարձնես	չուսուցանես	չծանուցանես	չանցնիս	չմեռնիս			չամչնաս	չնիհարնաս	չերդնուս	չզբօսնուս	չիջնաս	չիջնես	չգտնաս	չգտնես	չելլաս	չելլես	չդպչիս	չկարենաս	չկրնաս		չունիս	չգիտես	չկաս		չըլլաս	չգաս	չլաս	չտաս	չարտաբերես	չբերես	չանդրադառնաս	չդառնաս	չառնես	չբանաս	չդնես	չդպիս	չերթաս	չզարնես	չզիջիս	չընդունիս	չընես	չըսես	չթքնես	չիյնաս	չխածնես	չխաղաս	չմնաս	չնստիս	չուտես	չտանիս
negative subjunctive present 3pl	չերգեն	չքաղեն	չապրին	չխօսին	չածիլուին	չզզուին	չաղան	չկարդան	չարտահեղեն, չարտահեղուն	չթողեն, չթողուն	չաճեցնեն	չմօտեցնեն	չանցընեն	չդարձնեն	չուսուցանեն	չծանուցանեն	չանցնին	չմեռնին			չամչնան	չնիհարնան	չերդնուն	չզբօսնուն	չիջնան	չիջնեն	չգտնան	չգտնեն	չելլան	չելլեն	չդպչին	չկարենան	չկրնան		չունին	չգիտեն	չկան		չըլլան	չգան	չլան	չտան	չարտաբերեն	չբերեն	չանդրադառնան	չդառնան	չառնեն	չբանան	չդնեն	չդպին	չերթան	չզարնեն	չզիջին	չընդունին	չընեն	չըսեն	չթքնեն	չիյնան	չխածնեն	չխաղան	չմնան	չնստին	չուտեն	չտանին
negative subjunctive present 3sg	չերգէ	չքաղէ	չապրի	չխօսի	չածիլուի	չզզուի	չաղայ	չկարդայ	չարտահեղէ, չարտահեղու	չթողէ, չթողու	չաճեցնէ	չմօտեցնէ	չանցընէ	չդարձնէ	չուսուցանէ	չծանուցանէ	չանցնի	չմեռնի			չամչնայ	չնիհարնայ	չերդնու	չզբօսնու	չիջնայ	չիջնէ	չգտնայ	չգտնէ	չելլայ	չելլէ	չդպչի	չկարենայ	չկրնայ		չունի	չգիտէ	չկայ		չըլլայ	չգայ	չլայ	չտայ	չարտաբերէ	չբերէ	չանդրադառնայ	չդառնայ	չառնէ	չբանայ	չդնէ	չդպի	չերթայ	չզարնէ	չզիջի	չընդունի	չընէ	չըսէ	չթքնէ	չիյնայ	չխածնէ	չխաղայ	չմնայ	չնստի	չուտէ	չտանի
past imperfect negative participle	երգեր	քաղեր	ապրեր	խօսեր	ածիլուեր	զզուեր	աղար	կարդար	արտահեղեր	թողեր, թողուր	աճեցներ	մօտեցներ	անցներ	դարձներ	ուսուցեր	ծանուցեր	անցներ	մեռներ			ամչնար	նիհարնար			իջնար	իջներ	գտնար	գտներ	ելլար	ելլեր	դպչեր	կարենար	կրնար	երեւեր		գիտեր			ըլլար	գար	լար	տար	արտաբերեր	բերեր	անդրադառնար	դառնար	առներ	բանար	դներ	դպեր	երթար	զարներ	զիջեր	ընդուներ	ըներ	ըսեր	թքեր	իյնար	խածներ	խաղար	մնար	նստեր	ուտեր	տաներ
perfect participle	երգած	քաղած	ապրած	խօսած	ածիլուած	զզուած	աղացած	կարդացած	արտահեղած, արտահեղուցած	թողած, թողուցած	աճեցուցած	մօտեցուցած	անցուցած	դարձուցած	ուսուցած	ծանուցած	անցած	մեռած	երկնած	կպած	ամչցած	նիհարցած	երդուած	զբօսած	իջած	իջած	գտած	գտած	ելած	ելած	դպած		կրցած						եղած	եկած	լացած	տուած	արտաբերած	բերած	անդրադարձած	դարձած	առած	բացած	դրած	դպած	գացած	զարկած	զիջած	ընդունած	ըրած	ըսած	թքած	ինկած	խածած	խաղցած	մնացած	նստած	կերած	տարած
present negative participle	երգեր	քաղեր	ապրիր	խօսիր	ածիլուիր	զզուիր	աղար	կարդար	արտահեղեր	թողեր, թողուր	աճեցներ	մօտեցներ	անցներ	դարձներ	ուսուցեր	ծանուցեր	անցնիր	մեռնիր			ամչնար	նիհարնար	երդուեր	զբօսեր	իջնար	իջներ	գտնար	գտներ	ելլար	ելլեր	դպչիր	կարենար	կրնար	երեւիր		գիտեր			ըլլար	գար	լար	տար	արտաբերեր	բերեր	անդրադառնար	դառնար	առներ	բանար	դներ	դպիր	երթար	զարներ	զիջիր	ընդունիր	ըներ	ըսեր	թքեր	իյնար	խածներ	խաղար	մնար	նստիր	ուտեր	տանիր
prohibitive 2pl	երգէք	քաղէք	ապրիք	խօսիք	ածիլուիք	զզուիք	աղաք	կարդաք	արտահեղուք	թողուք	աճեցնէք	մօտեցնէք	անցնէք	դարձնէք			անցնիք	մեռնիք			ամչնաք	նիհարնաք			իջնաք	իջնէք	գտնաք	գտնէք	ելլաք	ելլէք	դպչիք	կարենաք							ըլլաք	գաք	լաք	տաք	արտաբերէք	բերէք	անդրադառնէք	դառնաք	առնէք	բանաք	դնէք	դպիք	երթաք	զարնէք	զիջէք	ընդունէք	ընէք	ըսէք	թքնէք	իյնաք	խածէք	խաղաք	մնաք	նստիք	ուտէք	տանիք
prohibitive 2sg	երգեր	քաղեր	ապրիր	խօսիր	ածիլուիր	զզուիր	աղար	կարդար	արտահեղուր	թողուր	աճեցներ	մօտեցներ	անցներ	դարձներ			անցնիր	մեռնիր			ամչնար	նիհարնար			իջնար	իջներ	գտնար	գտներ	ելլար	ելլեր	դպչիր	կարենար							ըլլար	գար	լար	տար	արտաբերեր	բերեր	անդրադառներ	դառնար	առներ	բանար	դներ	դպիր	երթար	զարներ	զիջիր	ընդունիր	ըներ	ըսեր	թքներ	իյնար	խածեր	խաղար	մնար	նստիր	ուտեր	տանիր
prospective participle	երգելիք	քաղելիք	ապրելիք	խօսելիք	ածիլուելիք	զզուելիք	աղալիք	կարդալիք	արտահեղելիք	թողելիք	աճեցնելիք	մօտեցնելիք	անցընելիք	դարձնելիք	ուսուցանելիք	ծանուցանելիք	անցնելիք	մեռնելիք	երկնչելիք	կպչելիք	ամչնալիք	նիհարնալիք	երդնելիք	զբօսնելիք	իջնալիք	իջնելիք	գտնալիք	գտնելիք	ելլալիք	ելլելիք	դպչելիք	կարենալիք		երեւելիք					ըլլալիք	գալիք	լալիք	տալիք	արտաբերելիք	բերելիք	անդրադառնալիք	դառնալիք	առնելիք	բանալիք	դնելիք	դպելիք	երթալիք	զարնելիք	զիջելիք	ընդունելիք	ընելիք	ըսելիք	թքնելիք	իյնալիք	խածնելիք	խաղալիք	մնալիք	նստելիք	ուտելիք	տանելիք
subject participle	երգող	քաղող	ապրող	խօսող	ածիլուող	զզուող	աղացող	կարդացող	արտահեղող, արտահեղուցող	թողող, թողուցող	աճեցնող	մօտեցնող	անցնող	դարձնող	ուսուցանող	ծանուցանող	անցնող	մեռնող			ամչցող	նիհարցող	երդուող	զբօսնող, զբօսող	իջնող	իջնող	գտնող	գտնող	ելլող	ելլող	դպչող		կրցող						եղող	եկող	լացող	տուող	արտաբերող	բերող	անդրադարձող	դարձող	առնող	բացող	դնող	դպող	գացող	զարնող	զիջող	ընդունող	ընող	ըսող	թքնող	ինկող	խածնող	խաղցող	մնացող	նստող	ուտող	տանող
subjunctive past imperfect 1pl	երգէինք	քաղէինք	ապրէինք	խօսէինք	ածիլուէինք	զզուէինք	աղայինք	կարդայինք	արտահեղէինք, արտահեղուինք	թողէինք, թողուինք	աճեցնէինք	մօտեցնէինք	անցընէինք	դարձնէինք	ուսուցանէինք	ծանուցանէինք	անցնէինք	մեռնէինք			ամչնայինք	նիհարնայինք	երդնէինք, երդնուինք	զբօսնէինք	իջնայինք	իջնէինք	գտնայինք	գտնէինք	ելլայինք	ելլէինք	դպչէինք	կարենայինք	կրնայինք		ունէինք	գիտէինք	կայինք		ըլլայինք	գայինք	լայինք	տայինք	արտաբերէինք	բերէինք	անդրադառնայինք	դառնայինք	առնէինք	բանայինք	դնէինք	դպէինք	երթայինք	զարնէինք	զիջէինք	ընդունէինք	ընէինք	ըսէինք	թքնէինք	իյնայինք	խածնէինք	խաղայինք	մնայինք	նստէինք	ուտէինք	տանէինք
subjunctive past imperfect 1sg	երգէի	քաղէի	ապրէի	խօսէի	ածիլուէի	զզուէի	աղայի	կարդայի	արտահեղէի, արտահեղուի	թողէի, թողուի	աճեցնէի	մօտեցնէի	անցընէի	դարձնէի	ուսուցանէի	ծանուցանէի	անցնէի	մեռնէի			ամչնայի	նիհարնայի	երդնէի, երդնուի	զբօսնէի	իջնայի	իջնէի	գտնայի	գտնէի	ելլայի	ելլէի	դպչէի	կարենայի	կրնայի		ունէի	գիտէի	կայի		ըլլայի	գայի	լայի	տայի	արտաբերէի	բերէի	անդրադառնայի	դառնայի	առնէի	բանայի	դնէի	դպէի	երթայի	զարնէի	զիջէի	ընդունէի	ընէի	ըսէի	թքնէի	իյնայի	խածնէի	խաղայի	մնայի	նստէի	ուտէի	տանէի
subjunctive past imperfect 2pl	երգէիք	քաղէիք	ապրէիք	խօսէիք	ածիլուէիք	զզուէիք	աղայիք	կարդայիք	արտահեղէիք, արտահեղուիք	թողէիք, թողուիք	աճեցնէիք	մօտեցնէիք	անցընէիք	դարձնէիք	ուսուցանէիք	ծանուցանէիք	անցնէիք	մեռնէիք			ամչնայիք	նիհարնայիք	երդնէիք, երդնուիք	զբօսնէիք	իջնայիք	իջնէիք	գտնայիք	գտնէիք	ելլայիք	ելլէիք	դպչէիք	կարենայիք	կրնայիք		ունէիք	գիտէիք	կայիք		ըլլայիք	գայիք	լայիք	տայիք	արտաբերէիք	բերէիք	անդրադառնայիք	դառնայիք	առնէիք	բանայիք	դնէիք	դպէիք	երթայիք	զարնէիք	զիջէիք	ընդունէիք	ընէիք	ըսէիք	թքնէիք	իյնայիք	խածնէիք	խաղայիք	մնայիք	նստէիք	ուտէիք	տանէիք
subjunctive past imperfect 3pl	երգէին	քաղէին	ապրէին	խօսէին	ածիլուէին	զզուէին	աղային	կարդային	արտահեղէին, արտահեղուին	թողէին, թողուին	աճեցնէին	մօտեցնէին	անցընէին	դարձնէին	ուսուցանէին	ծանուցանէին	անցնէին	մեռնէին			ամչնային	նիհարնային	երդնէին, երդնուին	զբօսնէին	իջնային	իջնէին	գտնային	գտնէին	ելլային	ելլէին	դպչէին	կարենային	կրնային		ունէին	գիտէին	կային		ըլլային	գային	լային	տային	արտաբերէին	բերէին	անդրադառնային	դառնային	առնէին	բանային	դնէին	դպէին	երթային	զարնէին	զիջէին	ընդունէին	ընէին	ըսէին	թքնէին	իյնային	խածնէին	խաղային	մնային	նստէին	ուտէին	տանէին
subjunctive past imperfect 3sg	երգէիր	քաղէիր	ապրէիր	խօսէիր	ածիլուէիր	զզուէիր	աղայիր	կարդայիր	արտահեղէիր, արտահեղուիր	թողէիր, թողուիր	աճեցնէիր	մօտեցնէիր	անցընէիր	դարձնէիր	ուսուցանէիր	ծանուցանէիր	անցնէիր	մեռնէիր			ամչնայիր	նիհարնայիր	երդնէիր, երդնուիր	զբօսնէիր	իջնայիր	իջնէիր	գտնայիր	գտնէիր	ելլայիր	ելլէիր	դպչէիր	կարենայիր	կրնայիր		ունէիր	գիտէիր	կայիր		ըլլայիր	գայիր	լայիր	տայիր	արտաբերէիր	բերէիր	անդրադառնայիր	դառնայիր	առնէիր	բանայիր	դնէիր	դպէիր	երթայիր	զարնէիր	զիջէիր	ընդունէիր	ընէիր	ըսէիր	թքնէիր	իյնայիր	խածնէիր	խաղայիր	մնայիր	նստէիր	ուտէիր	տանէիր
subjunctive past imperfect 3sg	երգէր	քաղէր	ապրէր	խօսէր	ածիլուէր	զզուէր	աղար	կարդար	արտահեղէր, արտահեղուր	թողէր, թողուր	աճեցնէր	մօտեցնէր	անցընէր	դարձնէր	ուսուցանէր	ծանուցանէր	անցնէր	մեռնէր			ամչնար	նիհարնար	երդնէր, երդնուր	զբօսնէր	իջնար	իջնէր	գտնար	գտնէր	ելլար	ելլէր	դպչէր	կարենար	կրնար		ունէր	գիտէր	կար		ըլլար	գար	լար	տար	արտաբերէր	բերէր	անդրադառնար	դառնար	առնէր	բանար	դնէր	դպէր	երթար	զարնէր	զիջէր	ընդունէր	ընէր	ըսէր	թքնէր	իյնար	խածնէր	խաղար	մնար	նստէր	ուտէր	տանէր
subjunctive present 1pl	երգենք	քաղենք	ապրինք	խօսինք	ածիլուինք	զզուինք	աղանք	կարդանք	արտահեղենք, արտահեղունք	թողենք, թողունք	աճեցնենք	մօտեցնենք	անցընենք	դարձնենք	ուսուցանենք	ծանուցանենք	անցնինք	մեռնինք			ամչնանք	նիհարնանք	երդնունք	զբօսնունք	իջնանք	իջնենք	գտնանք	գտնենք	ելլանք	ելլենք	դպչինք	կարենանք	կրնանք		ունինք	գիտենք	կանք		ըլլանք	գանք	լանք	տանք	արտաբերենք	բերենք	անդրադառնանք	դառնանք	առնենք	բանանք	դնենք	դպինք	երթանք	զարնենք	զիջինք	ընդունինք	ընենք	ըսենք	թքնենք	իյնանք	խածնենք	խաղանք	մնանք	նստինք	ուտենք	տանինք
subjunctive present 1sg	երգեմ	քաղեմ	ապրիմ	խօսիմ	ածիլուիմ	զզուիմ	աղամ	կարդամ	արտահեղեմ, արտահեղում	թողեմ, թողում	աճեցնեմ	մօտեցնեմ	անցընեմ	դարձնեմ	ուսուցանեմ	ծանուցանեմ	անցնիմ	մեռնիմ			ամչնամ	նիհարնամ	երդնում	զբօսնում	իջնամ	իջնեմ	գտնամ	գտնեմ	ելլամ	ելլեմ	դպչիմ	կարենամ	կրնամ		ունիմ	գիտեմ	կամ		ըլլամ	գամ	լամ	տամ	արտաբերեմ	բերեմ	անդրադառնամ	դառնամ	առնեմ	բանամ	դնեմ	դպիմ	երթամ	զարնեմ	զիջիմ	ընդունիմ	ընեմ	ըսեմ	թքնեմ	իյնամ	խածնեմ	խաղամ	մնամ	նստիմ	ուտեմ	տանիմ
subjunctive present 2pl	երգէք	քաղէք	ապրիք	խօսիք	ածիլուիք	զզուիք	աղաք	կարդաք	արտահեղէք, արտահեղուք	թողէք, թողուք	աճեցնէք	մօտեցնէք	անցընէք	դարձնէք	ուսուցանէք	ծանուցանէք	անցնիք	մեռնիք			ամչնաք	նիհարնաք	երդնուք	զբօսնուք	իջնաք	իջնէք	գտնաք	գտնէք	ելլաք	ելլէք	դպչիք	կարենաք	կրնաք		ունիք	գիտէք	կաք		ըլլաք	գաք	լաք	տաք	արտաբերէք	բերէք	անդրադառնաք	դառնաք	առնէք	բանաք	դնէք	դպիք	երթաք	զարնէք	զիջիք	ընդունիք	ընէք	ըսէք	թքնէք	իյնաք	խածնէք	խաղաք	մնաք	նստիք	ուտէք	տանիք
subjunctive present 2sg	երգես	քաղես	ապրիս	խօսիս	ածիլուիս	զզուիս	աղաս	կարդաս	արտահեղես, արտահեղուս	թողես, թողուս	աճեցնես	մօտեցնես	անցընես	դարձնես	ուսուցանես	ծանուցանես	անցնիս	մեռնիս			ամչնաս	նիհարնաս	երդնուս	զբօսնուս	իջնաս	իջնես	գտնաս	գտնես	ելլաս	ելլես	դպչիս	կարենաս	կրնաս		ունիս	գիտես	կաս		ըլլաս	գաս	լաս	տաս	արտաբերես	բերես	անդրադառնաս	դառնաս	առնես	բանաս	դնես	դպիս	երթաս	զարնես	զիջիս	ընդունիս	ընես	ըսես	թքնես	իյնաս	խածնես	խաղաս	մնաս	նստիս	ուտես	տանիս
subjunctive present 3pl	երգեն	քաղեն	ապրին	խօսին	ածիլուին	զզուին	աղան	կարդան	արտահեղեն, արտահեղուն	թողեն, թողուն	աճեցնեն	մօտեցնեն	անցընեն	դարձնեն	ուսուցանեն	ծանուցանեն	անցնին	մեռնին			ամչնան	նիհարնան	երդնուն	զբօսնուն	իջնան	իջնեն	գտնան	գտնեն	ելլան	ելլեն	դպչին	կարենան	կրնան		ունին	գիտեն	կան		ըլլան	գան	լան	տան	արտաբերեն	բերեն	անդրադառնան	դառնան	առնեն	բանան	դնեն	դպին	երթան	զարնեն	զիջին	ընդունին	ընեն	ըսեն	թքնեն	իյնան	խածնեն	խաղան	մնան	նստին	ուտեն	տանին
subjunctive present 3sg	երգէ	քաղէ	ապրի	խօսի	ածիլուի	զզուի	աղայ	կարդայ	արտահեղէ, արտահեղու	թողէ, թողու	աճեցնէ	մօտեցնէ	անցընէ	դարձնէ	ուսուցանէ	ծանուցանէ	անցնի	մեռնի			ամչնայ	նիհարնայ	երդնու	զբօսնու	իջնայ	իջնէ	գտնայ	գտնէ	ելլայ	ելլէ	դպչի	կարենայ	կրնայ		ունի	գիտէ	կայ		ըլլայ	գայ	լայ	տայ	արտաբերէ	բերէ	անդրադառնայ	դառնայ	առնէ	բանայ	դնէ	դպի	երթայ	զարնէ	զիջի	ընդունի	ընէ	ըսէ	թքնէ	իյնայ	խածնէ	խաղայ	մնայ	նստի	ուտէ	տանի
causative infinitival	երգեցնել	քաղեցնել	ապրեցնել	խօսեցնել			աղացնել	կարդացնել					անցուիլ	դարձուիլ							ամչցնել	նիհարցնել																																										
passive infinitival	երգուիլ	քաղուիլ	ապրուիլ	խօսուիլ			աղացուիլ	կարդացուիլ			աճեցուիլ	մօտեցուիլ									ամչցուիլ	նիհարցուիլ																																										
